GeneID	Gene Name	g1	g2	g3	g4	g5	g6	g7	g8	g9
ENSMUSG00000026566	Mpzl1	35,35,35,35,35	9,9,9,9,9	22,22,22,22,22	3,3,3,3,3	38,38,38,38,38	19,19,19,19,19	21,21,21,21,21	31,31,31,31,31	6,6,6,6,6
ENSMUSG00000026567	Adcy10	0.8,0.8,0.8,0.8,0.8	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	163,163,163,163,163	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000026568	Mpc2	27,27,27,27,27	72,72,72,72,72	177,177,177,177,177	54,54,54,54,54	14,14,14,14,14	47,47,47,47,47	14,14,14,14,14	89,89,89,89,89	31,31,31,31,31
ENSMUSG00000026571	Dcaf6	58,58,58,58,58	39,39,39,39,39	19,19,19,19,19	16,16,16,16,16	26,26,26,26,26	42,42,42,42,42	18,18,18,18,18	151,151,151,151,151	20,20,20,20,20
ENSMUSG00000026572	Tbx19	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2	9,9,9,9,9	4,4,4,4,4
ENSMUSG00000026573	Xcl1	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	1,1,1,1,1	0,0,0,0,0	3,3,3,3,3	9,9,9,9,9	21,21,21,21,21	0.5,0.5,0.5,0.5,0.5	21,21,21,21,21
ENSMUSG00000026574	Dpt	0.5,0.5,0.5,0.5,0.5	148,148,148,148,148	16,16,16,16,16	8,8,8,8,8	340,340,340,340,340	778,778,778,778,778	81,81,81,81,81	2,2,2,2,2	73,73,73,73,73
ENSMUSG00000026575	Nme7	8,8,8,8,8	1,1,1,1,1	9,9,9,9,9	3,3,3,3,3	6,6,6,6,6	3,3,3,3,3	5,5,5,5,5	43,43,43,43,43	10,10,10,10,10
ENSMUSG00000026576	Atp1b1	1980,1980,1980,1980,1980	272,272,272,272,272	1736,1736,1736,1736,1736	37,37,37,37,37	369,369,369,369,369	115,115,115,115,115	44,44,44,44,44	33,33,33,33,33	97,97,97,97,97
ENSMUSG00000026577	Blzf1	19,19,19,19,19	13,13,13,13,13	11,11,11,11,11	7,7,7,7,7	16,16,16,16,16	19,19,19,19,19	9,9,9,9,9	27,27,27,27,27	13,13,13,13,13
ENSMUSG00000026578	Ccdc181	46,46,46,46,46	11,11,11,11,11	42,42,42,42,42	5,5,5,5,5	46,46,46,46,46	28,28,28,28,28	14,14,14,14,14	610,610,610,610,610	28,28,28,28,28
ENSMUSG00000026579	F5	10,10,10,10,10	0.1,0.1,0.1,0.1,0.1	2,2,2,2,2	282,282,282,282,282	3,3,3,3,3	0.4,0.4,0.4,0.4,0.4	8,8,8,8,8	11,11,11,11,11	0.4,0.4,0.4,0.4,0.4
ENSMUSG00000026580	Selp	0.1,0.1,0.1,0.1,0.1	0.5,0.5,0.5,0.5,0.5	0.1,0.1,0.1,0.1,0.1	0.8,0.8,0.8,0.8,0.8	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	0.5,0.5,0.5,0.5,0.5	2,2,2,2,2
ENSMUSG00000026581	Sell	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0.6,0.6,0.6,0.6,0.6	0.4,0.4,0.4,0.4,0.4	29,29,29,29,29	0.6,0.6,0.6,0.6,0.6	312,312,312,312,312	2,2,2,2,2	125,125,125,125,125
ENSMUSG00000026582	Sele	0.2,0.2,0.2,0.2,0.2	2,2,2,2,2	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.8,0.8,0.8,0.8,0.8	3,3,3,3,3	0.8,0.8,0.8,0.8,0.8	3,3,3,3,3	0.7,0.7,0.7,0.7,0.7
ENSMUSG00000026584	Scyl3	21,21,21,21,21	3,3,3,3,3	9,9,9,9,9	14,14,14,14,14	12,12,12,12,12	6,6,6,6,6	25,25,25,25,25	18,18,18,18,18	25,25,25,25,25
ENSMUSG00000026585	Kifap3	367,367,367,367,367	26,26,26,26,26	20,20,20,20,20	6,6,6,6,6	44,44,44,44,44	31,31,31,31,31	12,12,12,12,12	290,290,290,290,290	25,25,25,25,25
ENSMUSG00000026586	Prrx1	5,5,5,5,5	16,16,16,16,16	1,1,1,1,1	0.1,0.1,0.1,0.1,0.1	5,5,5,5,5	26,26,26,26,26	6,6,6,6,6	0.5,0.5,0.5,0.5,0.5	2,2,2,2,2
ENSMUSG00000026587	Astn1	147,147,147,147,147	0.8,0.8,0.8,0.8,0.8	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000026589	Sec16b	1,1,1,1,1	1,1,1,1,1	1,1,1,1,1	50,50,50,50,50	3,3,3,3,3	5,5,5,5,5	2,2,2,2,2	1,1,1,1,1	0.9,0.9,0.9,0.9,0.9
ENSMUSG00000026592	Tex35	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	6,6,6,6,6	0,0,0,0,0	646,646,646,646,646	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000026594	Ralgps2	23,23,23,23,23	4,4,4,4,4	6,6,6,6,6	6,6,6,6,6	9,9,9,9,9	8,8,8,8,8	74,74,74,74,74	93,93,93,93,93	34,34,34,34,34
ENSMUSG00000026596	Abl2	49,49,49,49,49	12,12,12,12,12	4,4,4,4,4	3,3,3,3,3	18,18,18,18,18	8,8,8,8,8	21,21,21,21,21	11,11,11,11,11	18,18,18,18,18
ENSMUSG00000026600	Soat1	22,22,22,22,22	2,2,2,2,2	7,7,7,7,7	1,1,1,1,1	62,62,62,62,62	30,30,30,30,30	32,32,32,32,32	21,21,21,21,21	68,68,68,68,68
ENSMUSG00000026601	Axdnd1	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	1,1,1,1,1	0.3,0.3,0.3,0.3,0.3	120,120,120,120,120	14,14,14,14,14
ENSMUSG00000026602	Nphs2	0.6,0.6,0.6,0.6,0.6	0,0,0,0,0	73,73,73,73,73	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0.8,0.8,0.8,0.8,0.8	17,17,17,17,17
ENSMUSG00000026603	Smyd2	42,42,42,42,42	32,32,32,32,32	13,13,13,13,13	12,12,12,12,12	11,11,11,11,11	32,32,32,32,32	10,10,10,10,10	9,9,9,9,9	19,19,19,19,19
ENSMUSG00000026604	Ptpn14	7,7,7,7,7	13,13,13,13,13	2,2,2,2,2	0.6,0.6,0.6,0.6,0.6	39,39,39,39,39	40,40,40,40,40	11,11,11,11,11	1,1,1,1,1	14,14,14,14,14
ENSMUSG00000026605	Cenpf	0.4,0.4,0.4,0.4,0.4	7,7,7,7,7	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	1,1,1,1,1	2,2,2,2,2	8,8,8,8,8	32,32,32,32,32	23,23,23,23,23
ENSMUSG00000026608	Kctd3	52,52,52,52,52	6,6,6,6,6	7,7,7,7,7	5,5,5,5,5	14,14,14,14,14	11,11,11,11,11	13,13,13,13,13	10,10,10,10,10	14,14,14,14,14
ENSMUSG00000026609	Ush2a	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	5,5,5,5,5	0,0,0,0,0
ENSMUSG00000026610	Esrrg	51,51,51,51,51	32,32,32,32,32	19,19,19,19,19	2,2,2,2,2	2,2,2,2,2	3,3,3,3,3	2,2,2,2,2	0.6,0.6,0.6,0.6,0.6	1,1,1,1,1
ENSMUSG00000026611	Spata17	1,1,1,1,1	1,1,1,1,1	2,2,2,2,2	0.4,0.4,0.4,0.4,0.4	3,3,3,3,3	1,1,1,1,1	0,0,0,0,0	124,124,124,124,124	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000026614	Slc30a10	14,14,14,14,14	0,0,0,0,0	0,0,0,0,0	29,29,29,29,29	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000026615	Eprs	33,33,33,33,33	21,21,21,21,21	7,7,7,7,7	24,24,24,24,24	20,20,20,20,20	25,25,25,25,25	28,28,28,28,28	21,21,21,21,21	30,30,30,30,30
ENSMUSG00000026616	Cr2	0.4,0.4,0.4,0.4,0.4	0.1,0.1,0.1,0.1,0.1	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0	4,4,4,4,4	0,0,0,0,0	256,256,256,256,256	0.4,0.4,0.4,0.4,0.4	2,2,2,2,2
ENSMUSG00000026617	Bpnt1	93,93,93,93,93	22,22,22,22,22	379,379,379,379,379	104,104,104,104,104	58,58,58,58,58	31,31,31,31,31	32,32,32,32,32	25,25,25,25,25	31,31,31,31,31
ENSMUSG00000026618	Iars2	30,30,30,30,30	39,39,39,39,39	34,34,34,34,34	25,25,25,25,25	23,23,23,23,23	23,23,23,23,23	28,28,28,28,28	16,16,16,16,16	29,29,29,29,29
ENSMUSG00000026620	Mark1	117,117,117,117,117	7,7,7,7,7	1,1,1,1,1	1,1,1,1,1	6,6,6,6,6	6,6,6,6,6	5,5,5,5,5	4,4,4,4,4	5,5,5,5,5
ENSMUSG00000026621	Mtarc1	0.6,0.6,0.6,0.6,0.6	0,0,0,0,0	2,2,2,2,2	453,453,453,453,453	0.7,0.7,0.7,0.7,0.7	1,1,1,1,1	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	5,5,5,5,5
ENSMUSG00000026622	Nek2	3,3,3,3,3	0.2,0.2,0.2,0.2,0.2	2,2,2,2,2	2,2,2,2,2	7,7,7,7,7	6,6,6,6,6	16,16,16,16,16	171,171,171,171,171	52,52,52,52,52
ENSMUSG00000026623	Lpgat1	220,220,220,220,220	63,63,63,63,63	31,31,31,31,31	100,100,100,100,100	51,51,51,51,51	17,17,17,17,17	39,39,39,39,39	57,57,57,57,57	23,23,23,23,23
ENSMUSG00000026626	Ppp2r5a	34,34,34,34,34	30,30,30,30,30	19,19,19,19,19	45,45,45,45,45	66,66,66,66,66	40,40,40,40,40	73,73,73,73,73	9,9,9,9,9	116,116,116,116,116
ENSMUSG00000026627	Pacc1	20,20,20,20,20	7,7,7,7,7	33,33,33,33,33	4,4,4,4,4	25,25,25,25,25	8,8,8,8,8	44,44,44,44,44	47,47,47,47,47	37,37,37,37,37
ENSMUSG00000026628	Atf3	2,2,2,2,2	9,9,9,9,9	3,3,3,3,3	3,3,3,3,3	15,15,15,15,15	232,232,232,232,232	4,4,4,4,4	0.3,0.3,0.3,0.3,0.3	7,7,7,7,7
ENSMUSG00000026630	Batf3	1,1,1,1,1	0.4,0.4,0.4,0.4,0.4	3,3,3,3,3	0.3,0.3,0.3,0.3,0.3	3,3,3,3,3	7,7,7,7,7	31,31,31,31,31	1,1,1,1,1	16,16,16,16,16
ENSMUSG00000026632	Tatdn3	32,32,32,32,32	8,8,8,8,8	8,8,8,8,8	3,3,3,3,3	6,6,6,6,6	8,8,8,8,8	7,7,7,7,7	14,14,14,14,14	8,8,8,8,8
ENSMUSG00000026634	Angel2	40,40,40,40,40	14,14,14,14,14	16,16,16,16,16	8,8,8,8,8	28,28,28,28,28	21,21,21,21,21	43,43,43,43,43	25,25,25,25,25	49,49,49,49,49
ENSMUSG00000026637	Traf5	2,2,2,2,2	2,2,2,2,2	6,6,6,6,6	2,2,2,2,2	13,13,13,13,13	10,10,10,10,10	42,42,42,42,42	0.7,0.7,0.7,0.7,0.7	10,10,10,10,10
ENSMUSG00000026638	Irf6	0.6,0.6,0.6,0.6,0.6	1,1,1,1,1	20,20,20,20,20	27,27,27,27,27	18,18,18,18,18	74,74,74,74,74	2,2,2,2,2	9,9,9,9,9	12,12,12,12,12
ENSMUSG00000026639	Lamb3	3,3,3,3,3	7,7,7,7,7	3,3,3,3,3	2,2,2,2,2	72,72,72,72,72	59,59,59,59,59	6,6,6,6,6	3,3,3,3,3	37,37,37,37,37
ENSMUSG00000026640	Plxna2	51,51,51,51,51	13,13,13,13,13	2,2,2,2,2	4,4,4,4,4	15,15,15,15,15	5,5,5,5,5	2,2,2,2,2	7,7,7,7,7	2,2,2,2,2
ENSMUSG00000026641	Usf1	53,53,53,53,53	16,16,16,16,16	30,30,30,30,30	16,16,16,16,16	52,52,52,52,52	42,42,42,42,42	108,108,108,108,108	15,15,15,15,15	118,118,118,118,118
ENSMUSG00000026643	Nmt2	93,93,93,93,93	6,6,6,6,6	9,9,9,9,9	16,16,16,16,16	23,23,23,23,23	16,16,16,16,16	19,19,19,19,19	47,47,47,47,47	26,26,26,26,26
ENSMUSG00000026644	Acbd7	2,2,2,2,2	0.6,0.6,0.6,0.6,0.6	0.9,0.9,0.9,0.9,0.9	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	0,0,0,0,0	3,3,3,3,3	3,3,3,3,3
ENSMUSG00000026645	Olah	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0.9,0.9,0.9,0.9,0.9	0.9,0.9,0.9,0.9,0.9
ENSMUSG00000026646	Suv39h2	6,6,6,6,6	1,1,1,1,1	0.9,0.9,0.9,0.9,0.9	0.8,0.8,0.8,0.8,0.8	1,1,1,1,1	2,2,2,2,2	4,4,4,4,4	23,23,23,23,23	9,9,9,9,9
ENSMUSG00000026648	Dclre1c	7,7,7,7,7	1,1,1,1,1	2,2,2,2,2	2,2,2,2,2	2,2,2,2,2	2,2,2,2,2	7,7,7,7,7	3,3,3,3,3	13,13,13,13,13
ENSMUSG00000026649	Cfap126	4,4,4,4,4	2,2,2,2,2	9,9,9,9,9	2,2,2,2,2	35,35,35,35,35	8,8,8,8,8	3,3,3,3,3	244,244,244,244,244	4,4,4,4,4
ENSMUSG00000026650	Meig1	2,2,2,2,2	2,2,2,2,2	0.1,0.1,0.1,0.1,0.1	1,1,1,1,1	11,11,11,11,11	27,27,27,27,27	0.1,0.1,0.1,0.1,0.1	2455,2455,2455,2455,2455	0.6,0.6,0.6,0.6,0.6
ENSMUSG00000026655	Fam107b	43,43,43,43,43	5,5,5,5,5	86,86,86,86,86	39,39,39,39,39	59,59,59,59,59	38,38,38,38,38	226,226,226,226,226	120,120,120,120,120	303,303,303,303,303
ENSMUSG00000026656	Fcgr2b	2,2,2,2,2	4,4,4,4,4	20,20,20,20,20	16,16,16,16,16	11,11,11,11,11	26,26,26,26,26	50,50,50,50,50	2,2,2,2,2	8,8,8,8,8
ENSMUSG00000026657	Frmd4a	14,14,14,14,14	4,4,4,4,4	0.7,0.7,0.7,0.7,0.7	0.7,0.7,0.7,0.7,0.7	15,15,15,15,15	3,3,3,3,3	5,5,5,5,5	2,2,2,2,2	5,5,5,5,5
ENSMUSG00000026659	Dusp12	12,12,12,12,12	3,3,3,3,3	8,8,8,8,8	6,6,6,6,6	7,7,7,7,7	10,10,10,10,10	11,11,11,11,11	3,3,3,3,3	12,12,12,12,12
ENSMUSG00000026662	Sephs1	22,22,22,22,22	8,8,8,8,8	28,28,28,28,28	21,21,21,21,21	26,26,26,26,26	17,17,17,17,17	29,29,29,29,29	7,7,7,7,7	60,60,60,60,60
ENSMUSG00000026663	Atf6	54,54,54,54,54	63,63,63,63,63	14,14,14,14,14	32,32,32,32,32	40,40,40,40,40	15,15,15,15,15	31,31,31,31,31	11,11,11,11,11	9,9,9,9,9
ENSMUSG00000026664	Phyh	157,157,157,157,157	745,745,745,745,745	1087,1087,1087,1087,1087	3670,3670,3670,3670,3670	77,77,77,77,77	198,198,198,198,198	66,66,66,66,66	15,15,15,15,15	81,81,81,81,81
ENSMUSG00000026667	Uhmk1	255,255,255,255,255	23,23,23,23,23	37,37,37,37,37	33,33,33,33,33	95,95,95,95,95	24,24,24,24,24	94,94,94,94,94	12,12,12,12,12	58,58,58,58,58
ENSMUSG00000026668	Ucma	6,6,6,6,6	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	6,6,6,6,6
ENSMUSG00000026669	Mcm10	0.7,0.7,0.7,0.7,0.7	0.2,0.2,0.2,0.2,0.2	1,1,1,1,1	23,23,23,23,23	0.7,0.7,0.7,0.7,0.7	0.7,0.7,0.7,0.7,0.7	9,9,9,9,9	3,3,3,3,3	27,27,27,27,27
ENSMUSG00000026670	Uap1	56,56,56,56,56	33,33,33,33,33	48,48,48,48,48	35,35,35,35,35	57,57,57,57,57	50,50,50,50,50	47,47,47,47,47	19,19,19,19,19	52,52,52,52,52
ENSMUSG00000026672	Optn	28,28,28,28,28	54,54,54,54,54	8,8,8,8,8	62,62,62,62,62	19,19,19,19,19	17,17,17,17,17	18,18,18,18,18	110,110,110,110,110	9,9,9,9,9
ENSMUSG00000026674	Ddr2	8,8,8,8,8	15,15,15,15,15	4,4,4,4,4	3,3,3,3,3	70,70,70,70,70	26,26,26,26,26	10,10,10,10,10	3,3,3,3,3	7,7,7,7,7
ENSMUSG00000026675	Hsd17b7	28,28,28,28,28	15,15,15,15,15	21,21,21,21,21	40,40,40,40,40	13,13,13,13,13	35,35,35,35,35	7,7,7,7,7	4,4,4,4,4	5,5,5,5,5
ENSMUSG00000026676	Ccdc3	3,3,3,3,3	1,1,1,1,1	0.8,0.8,0.8,0.8,0.8	0.5,0.5,0.5,0.5,0.5	0.9,0.9,0.9,0.9,0.9	7,7,7,7,7	0.5,0.5,0.5,0.5,0.5	0.5,0.5,0.5,0.5,0.5	0.8,0.8,0.8,0.8,0.8
ENSMUSG00000026678	Rgs5	137,137,137,137,137	404,404,404,404,404	48,48,48,48,48	24,24,24,24,24	9,9,9,9,9	82,82,82,82,82	11,11,11,11,11	6,6,6,6,6	55,55,55,55,55
ENSMUSG00000026679	Enkur	5,5,5,5,5	2,2,2,2,2	0.8,0.8,0.8,0.8,0.8	0.2,0.2,0.2,0.2,0.2	24,24,24,24,24	7,7,7,7,7	0.4,0.4,0.4,0.4,0.4	309,309,309,309,309	1,1,1,1,1
ENSMUSG00000026683	Nuf2	1,1,1,1,1	0.3,0.3,0.3,0.3,0.3	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.9,0.9,0.9,0.9,0.9	2,2,2,2,2	9,9,9,9,9	39,39,39,39,39	28,28,28,28,28
ENSMUSG00000026686	Lmx1a	1,1,1,1,1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	2,2,2,2,2	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2
ENSMUSG00000026687	Aldh9a1	42,42,42,42,42	30,30,30,30,30	593,593,593,593,593	283,283,283,283,283	50,50,50,50,50	36,36,36,36,36	66,66,66,66,66	69,69,69,69,69	99,99,99,99,99
ENSMUSG00000026688	Mgst3	153,153,153,153,153	267,267,267,267,267	355,355,355,355,355	22,22,22,22,22	69,69,69,69,69	296,296,296,296,296	52,52,52,52,52	17,17,17,17,17	61,61,61,61,61
ENSMUSG00000026691	Fmo3	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	0.4,0.4,0.4,0.4,0.4	79,79,79,79,79	0,0,0,0,0	0.8,0.8,0.8,0.8,0.8	0.2,0.2,0.2,0.2,0.2	1,1,1,1,1
ENSMUSG00000026692	Fmo4	0.1,0.1,0.1,0.1,0.1	0.3,0.3,0.3,0.3,0.3	14,14,14,14,14	3,3,3,3,3	2,2,2,2,2	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000026694	Eef1aknmt	7,7,7,7,7	2,2,2,2,2	3,3,3,3,3	4,4,4,4,4	4,4,4,4,4	6,6,6,6,6	7,7,7,7,7	2,2,2,2,2	8,8,8,8,8
ENSMUSG00000026696	Vamp4	91,91,91,91,91	9,9,9,9,9	21,21,21,21,21	7,7,7,7,7	25,25,25,25,25	23,23,23,23,23	33,33,33,33,33	41,41,41,41,41	44,44,44,44,44
ENSMUSG00000026697	Myoc	41,41,41,41,41	11,11,11,11,11	1,1,1,1,1	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2	186,186,186,186,186	0.1,0.1,0.1,0.1,0.1	3,3,3,3,3	0.9,0.9,0.9,0.9,0.9
ENSMUSG00000026698	Pigc	14,14,14,14,14	7,7,7,7,7	16,16,16,16,16	6,6,6,6,6	17,17,17,17,17	24,24,24,24,24	21,21,21,21,21	29,29,29,29,29	25,25,25,25,25
ENSMUSG00000026700	Tnfsf4	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	1,1,1,1,1	0,0,0,0,0	1,1,1,1,1
ENSMUSG00000026701	Prdx6	141,141,141,141,141	91,91,91,91,91	151,151,151,151,151	360,360,360,360,360	699,699,699,699,699	165,165,165,165,165	89,89,89,89,89	86,86,86,86,86	146,146,146,146,146
ENSMUSG00000026705	Klhl20	10,10,10,10,10	4,4,4,4,4	4,4,4,4,4	2,2,2,2,2	8,8,8,8,8	4,4,4,4,4	12,12,12,12,12	4,4,4,4,4	15,15,15,15,15
ENSMUSG00000026707	Nsun6	8,8,8,8,8	2,2,2,2,2	2,2,2,2,2	1,1,1,1,1	6,6,6,6,6	3,3,3,3,3	5,5,5,5,5	9,9,9,9,9	6,6,6,6,6
ENSMUSG00000026708	Cenpl	1,1,1,1,1	0.7,0.7,0.7,0.7,0.7	3,3,3,3,3	2,2,2,2,2	2,2,2,2,2	2,2,2,2,2	8,8,8,8,8	11,11,11,11,11	27,27,27,27,27
ENSMUSG00000026709	Dars2	15,15,15,15,15	11,11,11,11,11	13,13,13,13,13	10,10,10,10,10	7,7,7,7,7	7,7,7,7,7	13,13,13,13,13	6,6,6,6,6	14,14,14,14,14
ENSMUSG00000026712	Mrc1	4,4,4,4,4	19,19,19,19,19	2,2,2,2,2	16,16,16,16,16	30,30,30,30,30	58,58,58,58,58	41,41,41,41,41	22,22,22,22,22	27,27,27,27,27
ENSMUSG00000026715	Serpinc1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	1,1,1,1,1	650,650,650,650,650	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2	0.7,0.7,0.7,0.7,0.7	0.2,0.2,0.2,0.2,0.2	0.7,0.7,0.7,0.7,0.7
ENSMUSG00000026718	Stam	46,46,46,46,46	7,7,7,7,7	12,12,12,12,12	8,8,8,8,8	18,18,18,18,18	8,8,8,8,8	9,9,9,9,9	6,6,6,6,6	19,19,19,19,19
ENSMUSG00000026721	Rabgap1l	36,36,36,36,36	7,7,7,7,7	6,6,6,6,6	4,4,4,4,4	23,23,23,23,23	3,3,3,3,3	17,17,17,17,17	10,10,10,10,10	17,17,17,17,17
ENSMUSG00000026723	Trdmt1	9,9,9,9,9	6,6,6,6,6	12,12,12,12,12	0.9,0.9,0.9,0.9,0.9	11,11,11,11,11	4,4,4,4,4	7,7,7,7,7	6,6,6,6,6	10,10,10,10,10
ENSMUSG00000026725	Tnn	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1	6,6,6,6,6	0,0,0,0,0	5,5,5,5,5	2,2,2,2,2	24,24,24,24,24	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2
ENSMUSG00000026726	Cubn	0.6,0.6,0.6,0.6,0.6	1,1,1,1,1	35,35,35,35,35	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.2,0.2	0.6,0.6,0.6,0.6,0.6	1,1,1,1,1	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000026727	Rsu1	9,9,9,9,9	8,8,8,8,8	10,10,10,10,10	6,6,6,6,6	33,33,33,33,33	11,11,11,11,11	26,26,26,26,26	2,2,2,2,2	14,14,14,14,14
ENSMUSG00000026728	Vim	50,50,50,50,50	163,163,163,163,163	23,23,23,23,23	12,12,12,12,12	632,632,632,632,632	483,483,483,483,483	392,392,392,392,392	48,48,48,48,48	243,243,243,243,243
ENSMUSG00000026729	4930562F07Rik	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.6,0.6,0.6,0.6,0.6	0.2,0.2,0.2,0.2,0.2	3,3,3,3,3	5,5,5,5,5	1,1,1,1,1
ENSMUSG00000026730	Pter	62,62,62,62,62	6,6,6,6,6	224,224,224,224,224	33,33,33,33,33	5,5,5,5,5	9,9,9,9,9	3,3,3,3,3	0.5,0.5,0.5,0.5,0.5	4,4,4,4,4
ENSMUSG00000026734	4921504E06Rik	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	0.1,0.1,0.1,0.1,0.1	53,53,53,53,53	0,0,0,0,0
ENSMUSG00000026735	Ptf1a	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000026736	4930426L09Rik	2,2,2,2,2	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.5,0.5,0.5,0.5,0.5	0.5,0.5,0.5,0.5,0.5	4,4,4,4,4	5,5,5,5,5	4,4,4,4,4
ENSMUSG00000026737	Pip4k2a	158,158,158,158,158	10,10,10,10,10	11,11,11,11,11	5,5,5,5,5	48,48,48,48,48	34,34,34,34,34	235,235,235,235,235	4,4,4,4,4	314,314,314,314,314
ENSMUSG00000026739	Bmi1	53,53,53,53,53	42,42,42,42,42	45,45,45,45,45	14,14,14,14,14	55,55,55,55,55	20,20,20,20,20	52,52,52,52,52	122,122,122,122,122	46,46,46,46,46
ENSMUSG00000026740	Dnajc1	13,13,13,13,13	7,7,7,7,7	7,7,7,7,7	7,7,7,7,7	18,18,18,18,18	9,9,9,9,9	12,12,12,12,12	5,5,5,5,5	16,16,16,16,16
ENSMUSG00000026743	Mllt10	28,28,28,28,28	9,9,9,9,9	15,15,15,15,15	9,9,9,9,9	21,21,21,21,21	14,14,14,14,14	33,33,33,33,33	138,138,138,138,138	48,48,48,48,48
ENSMUSG00000026748	Plxdc2	36,36,36,36,36	12,12,12,12,12	39,39,39,39,39	0.3,0.3,0.3,0.3,0.3	134,134,134,134,134	42,42,42,42,42	5,5,5,5,5	3,3,3,3,3	37,37,37,37,37
ENSMUSG00000026749	Nek6	10,10,10,10,10	1,1,1,1,1	4,4,4,4,4	17,17,17,17,17	11,11,11,11,11	3,3,3,3,3	6,6,6,6,6	1,1,1,1,1	4,4,4,4,4
ENSMUSG00000026750	Psmb7	64,64,64,64,64	57,57,57,57,57	99,99,99,99,99	67,67,67,67,67	41,41,41,41,41	80,80,80,80,80	54,54,54,54,54	61,61,61,61,61	102,102,102,102,102
ENSMUSG00000026751	Nr5a1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	23,23,23,23,23	31,31,31,31,31	0,0,0,0,0
