GeneID	Gene Name	g1	g2	g3	g4	g5	g6	g7	g8	g9
ENSMUSG00000110586	4930578M07Rik	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.5,0.5,0.5,0.5,0.5	0.2,0.2,0.2,0.2,0.2
ENSMUSG00000110587	Gm7344	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1	12,12,12,12,12	0,0,0,0,0
ENSMUSG00000110588	Gm45774	0.9,0.9,0.9,0.9,0.9	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	3,3,3,3,3	0.2,0.2,0.2,0.2,0.2	1,1,1,1,1	0.2,0.2,0.2,0.2,0.2
ENSMUSG00000110589	Gm45754	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	0.3,0.3,0.3,0.3,0.3
ENSMUSG00000110590	Olfr848-ps1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110591	Gm31371	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	1,1,1,1,1	0,0,0,0,0
ENSMUSG00000110592	4930488N15Rik	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0
ENSMUSG00000110593	Gm45822	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	0.7,0.7,0.7,0.7,0.7
ENSMUSG00000110594	Gm33103	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.8,0.8,0.8,0.8,0.8	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3
ENSMUSG00000110595	Gm7990	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0
ENSMUSG00000110596	Gm45859	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110597	Gm8798	0,0,0,0,0	0,0,0,0,0	0.6,0.6,0.6,0.6,0.6	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110598	Gm45854	5,5,5,5,5	0.2,0.2,0.2,0.2,0.2	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1	0.7,0.7,0.7,0.7,0.7	0.6,0.6,0.6,0.6,0.6	1,1,1,1,1	0.4,0.4,0.4,0.4,0.4	0.6,0.6,0.6,0.6,0.6
ENSMUSG00000110599	6030466F02Rik	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.5,0.5,0.5,0.5,0.5	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110600	Gm45878	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0
ENSMUSG00000110601	Gm45834	0.7,0.7,0.7,0.7,0.7	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.6,0.6,0.6,0.6,0.6	0.3,0.3,0.3,0.3,0.3	0.3,0.3,0.3,0.3,0.3	0.4,0.4,0.4,0.4,0.4
ENSMUSG00000110602	Olfr886-ps1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110603	Gm45741	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.8,0.8,0.8,0.8,0.8	0,0,0,0,0
ENSMUSG00000110604	Gm45824	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110605	Gm32856	3,3,3,3,3	0.3,0.3,0.3,0.3,0.3	0.5,0.5,0.5,0.5,0.5	0.3,0.3,0.3,0.3,0.3	1,1,1,1,1	0.5,0.5,0.5,0.5,0.5	4,4,4,4,4	0.3,0.3,0.3,0.3,0.3	2,2,2,2,2
ENSMUSG00000110606	Gm45829	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110607	Gm45843	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.6,0.6,0.6,0.6,0.6	0,0,0,0,0
ENSMUSG00000110608	Gm8838	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110609	Gm7948	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110610	Gm7769	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110611	Gm20163	4,4,4,4,4	0.1,0.1,0.1,0.1,0.1	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1	0.9,0.9,0.9,0.9,0.9	0.4,0.4,0.4,0.4,0.4	0.5,0.5,0.5,0.5,0.5	19,19,19,19,19	2,2,2,2,2
ENSMUSG00000110612	Gm17827	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.2,0.2,0.2,0.2,0.2
ENSMUSG00000110613	Lncbate1	0,0,0,0,0	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	0.7,0.7,0.7,0.7,0.7	0.2,0.2,0.2,0.2,0.2	2,2,2,2,2	0.2,0.2,0.2,0.2,0.2	6,6,6,6,6	6,6,6,6,6
ENSMUSG00000110614	Gm45817	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0
ENSMUSG00000110615	Gm45890	0.5,0.5,0.5,0.5,0.5	0.2,0.2,0.2,0.2,0.2	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.6,0.6,0.6,0.6,0.6	0.3,0.3,0.3,0.3,0.3	1,1,1,1,1	0.6,0.6,0.6,0.6,0.6	0.5,0.5,0.5,0.5,0.5
ENSMUSG00000110616	Gm36879	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0.9,0.9,0.9,0.9,0.9	0,0,0,0,0
ENSMUSG00000110617	Gm5910	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110618	Gm39822	8,8,8,8,8	0.1,0.1,0.1,0.1,0.1	0.5,0.5,0.5,0.5,0.5	0.1,0.1,0.1,0.1,0.1	6,6,6,6,6	0.3,0.3,0.3,0.3,0.3	0.6,0.6,0.6,0.6,0.6	0.2,0.2,0.2,0.2,0.2	17,17,17,17,17
ENSMUSG00000110619	Gm7850	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110620	Gm45733	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.6,0.6,0.6,0.6,0.6	0,0,0,0,0	1,1,1,1,1
ENSMUSG00000110621	Olfr837	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110622	Iqcn	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	3,3,3,3,3	0,0,0,0,0	441,441,441,441,441	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110623	Gm32005	0.8,0.8,0.8,0.8,0.8	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110624	Gm32052	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	13,13,13,13,13	0,0,0,0,0
ENSMUSG00000110625	5033426E14Rik	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110626	Gm45805	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0.6,0.6,0.6,0.6,0.6	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110627	Gm18935	2,2,2,2,2	0.5,0.5,0.5,0.5,0.5	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.4,0.4,0.4,0.4,0.4	0.7,0.7,0.7,0.7,0.7	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110628	Gm37797	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110629	4930567H12Rik	0.2,0.2,0.2,0.2,0.2	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	29,29,29,29,29	0,0,0,0,0
ENSMUSG00000110630	K230015D01Rik	2,2,2,2,2	0.7,0.7,0.7,0.7,0.7	2,2,2,2,2	0.5,0.5,0.5,0.5,0.5	1,1,1,1,1	1,1,1,1,1	0.8,0.8,0.8,0.8,0.8	0.7,0.7,0.7,0.7,0.7	0.7,0.7,0.7,0.7,0.7
ENSMUSG00000110631	Gm42047	1,1,1,1,1	0.5,0.5,0.5,0.5,0.5	1,1,1,1,1	0.7,0.7,0.7,0.7,0.7	2,2,2,2,2	2,2,2,2,2	7,7,7,7,7	0.5,0.5,0.5,0.5,0.5	13,13,13,13,13
ENSMUSG00000110632	Gm45880	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110633	Gm32122	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110634	Gm45895	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110635	Gm45853	2,2,2,2,2	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.4,0.4,0.4,0.4,0.4	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110636	Gm39397	0,0,0,0,0	0.7,0.7,0.7,0.7,0.7	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	5,5,5,5,5	0,0,0,0,0
ENSMUSG00000110637	Gm7807	1,1,1,1,1	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.2,0.2,0.2,0.2,0.2	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0
ENSMUSG00000110638	Gm45887	0.6,0.6,0.6,0.6,0.6	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110639	Gm6831	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110640	Gm45903	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.6,0.6,0.6,0.6,0.6	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110641	Gm45826	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110642	Gm45710	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	2,2,2,2,2	0,0,0,0,0	0,0,0,0,0	4,4,4,4,4	0,0,0,0,0
ENSMUSG00000110643	Gm18924	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110644	Gm7390	1,1,1,1,1	0.8,0.8,0.8,0.8,0.8	0.5,0.5,0.5,0.5,0.5	0.7,0.7,0.7,0.7,0.7	0.4,0.4,0.4,0.4,0.4	1,1,1,1,1	2,2,2,2,2	1,1,1,1,1	6,6,6,6,6
ENSMUSG00000110645	Olfr838-ps1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110646	Olfr369-ps1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.6,0.6,0.6,0.6,0.6	0,0,0,0,0
ENSMUSG00000110647	Gm17745	0.2,0.2,0.2,0.2,0.2	0.9,0.9,0.9,0.9,0.9	0.6,0.6,0.6,0.6,0.6	0,0,0,0,0	2,2,2,2,2	0.6,0.6,0.6,0.6,0.6	3,3,3,3,3	0.1,0.1,0.1,0.1,0.1	0.7,0.7,0.7,0.7,0.7
ENSMUSG00000110648	Gm38574	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3
ENSMUSG00000110649	Gm40466	11,11,11,11,11	5,5,5,5,5	5,5,5,5,5	6,6,6,6,6	8,8,8,8,8	3,3,3,3,3	5,5,5,5,5	6,6,6,6,6	13,13,13,13,13
ENSMUSG00000110650	Gm19170	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110651	Gm45770	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110652	Gm33023	0.7,0.7,0.7,0.7,0.7	2,2,2,2,2	3,3,3,3,3	0.1,0.1,0.1,0.1,0.1	0.5,0.5,0.5,0.5,0.5	0.3,0.3,0.3,0.3,0.3	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0	0.8,0.8,0.8,0.8,0.8
ENSMUSG00000110653	Gm34418	4,4,4,4,4	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110654	Gm45746	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4
ENSMUSG00000110655	Gm45798	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	4,4,4,4,4	0,0,0,0,0
ENSMUSG00000110656	Gm20735	4,4,4,4,4	0.4,0.4,0.4,0.4,0.4	1,1,1,1,1	0.1,0.1,0.1,0.1,0.1	2,2,2,2,2	0.9,0.9,0.9,0.9,0.9	4,4,4,4,4	0.8,0.8,0.8,0.8,0.8	12,12,12,12,12
ENSMUSG00000110657	Gm7684	1,1,1,1,1	0.4,0.4,0.4,0.4,0.4	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110658	Gm45857	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.7,0.7,0.7,0.7,0.7	0.7,0.7,0.7,0.7,0.7	1,1,1,1,1
ENSMUSG00000110659	Gm45727	0,0,0,0,0	0,0,0,0,0	2,2,2,2,2	2,2,2,2,2	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110660	Gm5362	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.3,0.3,0.3,0.3,0.3
ENSMUSG00000110661	Gm31805	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.8,0.8,0.8,0.8,0.8	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110662	Gm45722	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110663	Gm39157	0,0,0,0,0	0,0,0,0,0	3,3,3,3,3	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110664	Aprt-ps	4,4,4,4,4	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0
ENSMUSG00000110665	Gm31786	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	110,110,110,110,110	0,0,0,0,0
ENSMUSG00000110666	Gm9172	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0	0,0,0,0,0	4,4,4,4,4	0,0,0,0,0
ENSMUSG00000110667	Gm45720	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0
ENSMUSG00000110668	Gm19885	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110669	Gm10060	31,31,31,31,31	6,6,6,6,6	7,7,7,7,7	10,10,10,10,10	20,20,20,20,20	1,1,1,1,1	20,20,20,20,20	9,9,9,9,9	24,24,24,24,24
ENSMUSG00000110670	Gm30132	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	5,5,5,5,5	0,0,0,0,0
ENSMUSG00000110671	Olfr840-ps1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110672	Gm45786	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110673	Gm45833	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110674	Gm45892	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110675	Olfr879-ps1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110676	Gm45897	0.2,0.2,0.2,0.2,0.2	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110677	Gm45777	0.5,0.5,0.5,0.5,0.5	2,2,2,2,2	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0.9,0.9,0.9,0.9,0.9	1,1,1,1,1	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3
ENSMUSG00000110678	Gm18645	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110679	Rpl10-ps5	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	1,1,1,1,1	3,3,3,3,3	0,0,0,0,0	1,1,1,1,1
ENSMUSG00000110680	Gm6796	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000110681	Gm45796	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	2,2,2,2,2	0,0,0,0,0
ENSMUSG00000110682	A530010L16Rik	0.3,0.3,0.3,0.3,0.3	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.7,0.7,0.7,0.7,0.7	0.5,0.5,0.5,0.5,0.5	3,3,3,3,3	0,0,0,0,0	0.9,0.9,0.9,0.9,0.9
ENSMUSG00000110683	Gm45874	13,13,13,13,13	8,8,8,8,8	0.7,0.7,0.7,0.7,0.7	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0.8,0.8,0.8,0.8,0.8	2,2,2,2,2	0.7,0.7,0.7,0.7,0.7
ENSMUSG00000110684	Gm45866	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0
ENSMUSG00000110685	Gm5373	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.2,0.2	11,11,11,11,11	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000110686	Gm45855	0.2,0.2,0.2,0.2,0.2	0.4,0.4,0.4,0.4,0.4	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.2,0.2,0.2,0.2,0.2	0.7,0.7,0.7,0.7,0.7	0.3,0.3,0.3,0.3,0.3	0.9,0.9,0.9,0.9,0.9
ENSMUSG00000110687	Gm45764	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	8,8,8,8,8	0,0,0,0,0
ENSMUSG00000110688	Gm45696	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0
ENSMUSG00000110689	Gm45731	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0
ENSMUSG00000110690	Gm18001	0.7,0.7,0.7,0.7,0.7	1,1,1,1,1	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2	0.6,0.6,0.6,0.6,0.6	0.4,0.4,0.4,0.4,0.4	2,2,2,2,2	0.5,0.5,0.5,0.5,0.5	2,2,2,2,2
